,id,created_at,full_text,display_text_range,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,retweet_count,favorite_count,possibly_sensitive
72,1431255545210675201,Fri Aug 27 14:01:28 +0000 2021,"Mein Dank und Respekt gilt unseren Soldat*innen sowie den Polizist*innen, Diplomat*innen, Mitarbeiter*innen, die am Evakuierungseinsatz in #Afghanistan beteiligt waren. Sie haben Unglaubliches geleistet angesichts des Risikos &amp; der großen psychischen und physischen Belastungen. https://t.co/sOinIRWFn1","[0, 282]",,,True,183,3245,False
73,1430925104096202754,Thu Aug 26 16:08:24 +0000 2021,"Die Entwicklungen in #Kabul erschüttern mich zutiefst. Meine Gedanken sind bei den Opfern &amp; den Hinterbliebenen. Die Lage ist dramatisch. Wir müssen weiter alles daran setzen, dass auch nach dem Ende der Evakuierungsflüge den Menschen geholfen wird, die unseren Schutz benötigen.","[0, 283]",,,False,475,6722,
74,1429818097460989954,Mon Aug 23 14:49:33 +0000 2021,"Kinderarmut ist Realität für tausende Kinder in unserem Land. @DKSB_Bund, @dgb_news und viele weitere Verbände fordern wie wir eine eigenständige Kindergrundsicherung. Die #Union hat sie nicht im Programm. Auch Chancengerechtigkeit ist eben wählbar.
https://t.co/Dj2i9q3XGf","[0, 273]",,,False,348,2519,False
75,1428610837871267840,Fri Aug 20 06:52:20 +0000 2021,Ein Jahr nach der #Nowitschok-Vergiftung von Alexej #Nawalny sitzt der prominenteste Oppositionspolitiker Russlands immer noch zu Unrecht hinter Gittern. Seine Gefangenschaft dient vor allem der Machtdemonstration Putins. Nawalny muss unverzüglich freigelassen werden.,"[0, 268]",,,False,431,6115,
76,1427893850366939136,Wed Aug 18 07:23:17 +0000 2021,"Endlich kann plurales jüdisches Lernen unter einem Dach stattfinden. Masel tow zur Eröffnung des Europäischen Zentrums für Jüdische Gelehrsamkeit an der @UniPotsdam! #Potsdam #Wissenschaftsstadt #JüdischeGegenwart
https://t.co/O3Ydu4HxWy","[0, 237]",,,False,103,1288,False
77,1426892794006802433,Sun Aug 15 13:05:27 +0000 2021,"Viel zu lange hat die Bundesregierung die Augen vor der Realität in #Afghanistan verschlossen. Noch im Juni haben Union und SPD den Antrag von @GrueneBundestag abgelehnt, Ortskräfte frühzeitig zu evakuieren. Das rächt sich jetzt auf schmerzlichste Weise. 3/3","[0, 258]",2179010672.0,ABaerbock,False,682,8857,
78,1426892792689831945,Sun Aug 15 13:05:26 +0000 2021,"Neben Botschaftsangehörigen und Ortskräften sind auch  Mitarbeiter*innen von Hilfsorganisationen und Frauenrechtler*innen akut bedroht. Viele von ihnen sitzen in #Kabul fest, weil sie nicht als Ortskräfte gelten. Ihr Schutz darf nicht an bürokratischen Definitionen scheitern. 2/3","[0, 280]",2179010672.0,ABaerbock,False,435,8217,
79,1426892791309905922,Sun Aug 15 13:05:26 +0000 2021,"Niemand weiß, wie lange eine Evakuierung aus #Afghanistan noch möglich ist. Die Bundesregierung muss alles unternehmen, um Leben zu retten, auch mit Hilfe der Bundeswehr. Es geht um jede Stunde. Entsprechend ist jetzt zu handeln: pragmatisch, unbürokratisch, umgehend. 1/3","[0, 272]",,,False,1485,16393,
80,1426466339477237760,Sat Aug 14 08:50:52 +0000 2021,"Wenn der Bus nicht mehr fährt, Geschäfte schließen, Mobilfunknetz fehlt, ziehen Menschen vom Land in die Stadt. Ich möchte daher regionale Daseinsvorsorge im Grundgesetz verankern &amp; zur Priorität der nächsten Bundesregierung machen.          https://t.co/HNQK8fKN8d","[0, 269]",,,False,895,9202,False
81,1426130043101712393,Fri Aug 13 10:34:33 +0000 2021,Kurt #Biedenkopf war eine der prägenden Persönlichkeiten der CDU. Er hat als Ministerpräsident Sachsens die wichtigsten Jahre nach der Wiedervereinigung gestaltet. Seine Weitsicht wird fehlen. Seiner Familie und den Angehörigen gilt mein aufrichtiges Beileid.,"[0, 259]",,,False,74,1903,
82,1426104646100307970,Fri Aug 13 08:53:38 +0000 2021,"Die Menschen in unserem Land haben an entscheidenden Weichenstellen unserer Geschichte gemeinsam immer wieder Großes geschafft. Selten war das ohne Risiko, nie war es einfach. Und dennoch haben wir es gewagt und sind daran gewachsen.","[0, 233]",2179010672.0,ABaerbock,False,51,1444,
83,1426104644560986115,Fri Aug 13 08:53:37 +0000 2021,"Zugleich ist der heutige Tag untrennbar verbunden mit den mutigen Bürger*innen der DDR, die für Demokratie und Menschenrechte einstanden, die die Mauer zu Fall brachten und die deutsche Wiedervereinigung anstießen.","[0, 214]",2179010672.0,ABaerbock,False,54,1579,
84,1426104643076214786,Fri Aug 13 08:53:37 +0000 2021,Die innerdeutsche Grenze war der in Beton gegossene Kalte Krieg. Der Gedanke an 60 Jahre #Mauerbau und die vielen Mauertoten erfüllt mich mit Schmerz.,"[0, 150]",,,False,247,4365,
85,1425496892813807616,Wed Aug 11 16:38:38 +0000 2021,"Meine Gedanken sind auch bei den Menschen in Afghanistan, die vor Ort das deutsche Engagement unterstützt haben und nun um ihr Leben fürchten müssen. Die BuReg und ihre internat. Partner stehen in der Verantwortung, diese Menschen und ihre Familien in Sicherheit zu bringen. 2/2","[0, 278]",2179010672.0,ABaerbock,False,138,3380,
86,1425496637883965444,Wed Aug 11 16:37:37 +0000 2021,"Ein Abschiebestopp nach Afghanistan war überfällig. Es gibt dort aktuell keine sicheren Gebiete. Vielen Dank an alle, die Druck auf die Bundesregierung gemacht haben, die diesen absolut notwendigen Schritt der Menschlichkeit bis gestern noch abgelehnt hatte. 1/2","[0, 262]",,,False,399,7817,
87,1424658014519365632,Mon Aug 09 09:05:14 +0000 2021,"Genauso entscheidend ist eine leidenschaftliche #Klimaaußenpolitik. Die BReg muss gemeinsam mit EU, UK und USA alles dafür tun, dass die #COP26 zum Wendepunkt wird und wir auf den 1,5-Grad-Pfad kommen. 3/3","[0, 205]",2179010672.0,ABaerbock,False,280,4550,
88,1424658013093310465,Mon Aug 09 09:05:13 +0000 2021,"Gegen die Klimakrise helfen keine Sonntagsreden, sondern ausschließlich wirksamer #Klimaschutz: ein schnellerer und massiverer Ausbau der Erneuerbaren und das Engagement, als erste Industrienation klimaneutral zu werden. 2/3","[0, 224]",2179010672.0,ABaerbock,False,318,4824,
89,1424658011721715712,Mon Aug 09 09:05:13 +0000 2021,Der #IPCC Bericht zeigt: Die Klimaerhitzung führt jetzt schon zu einem Temperaturanstieg von mehr als 1 Grad und das Klima ändert sich immer schneller - von der Ozeanerwärmung bis zu Wetterextremen in allen Regionen der Welt. Wir haben keine Zeit mehr zu verlieren. 1/3,"[0, 269]",,,False,1240,9502,
90,1423902240994103303,Sat Aug 07 07:02:03 +0000 2021,"Die Wirtschaft ist viel weiter als die Politik. Sie braucht jetzt Planungs- &amp; Investitionssicherheit. Kein Wunder, dass die Biden-Regierung einer Klimawirtschaftspolitik Priorität einräumt. Die Klima-Hasenfüßigkeit der GroKo gefährdet unsere wirtschaftl. Leistungsfähigkeit.3/3","[0, 281]",2179010672.0,ABaerbock,False,361,6098,
91,1423902239563866112,Sat Aug 07 07:02:03 +0000 2021,"Das Pariser Klimabkommen ist ein internationaler Vertrag, keine freiwillige Absichtserklärung. Das müssen auch Armin Laschet und Olaf Scholz begreifen. Wer immer nur dagegen ist und Vorschläge ablehnt, ohne selbst welche zu machen, gefährdet den Industriestandort Deutschland.2/3","[0, 279]",2179010672.0,ABaerbock,False,446,6418,
92,1423902238129410048,Sat Aug 07 07:02:03 +0000 2021,"Hochwasser, Waldbrände, Hitzewellen - die Klimakrise ist längst da. Klar ist: Wir brauchen mehr Tempo beim Klimaschutz. Die neue Bundesregierung muss Klimaschutz für alle Bereiche zum Handlungsmaßstab machen, mit einem starken Klimaschutzministerium als Motor der Veränderung.1/3","[0, 279]",,,False,1225,12929,
93,1422527527579492388,Tue Aug 03 11:59:26 +0000 2021,Die nächste Bundesregierung muss ihre ganze Kraft auf die Bewältigung der Jahrhundertaufgabe Klimaschutz ausrichten. Sie muss handeln statt reden. Mit dem #Klimaschutzsofortprogramm legen Robert Habeck &amp; ich konkrete Vorschläge für die ersten Regierungsmonate vor. https://t.co/Cl5BVMmwP4,"[0, 268]",,,True,849,6834,False
94,1422444849253527569,Tue Aug 03 06:30:54 +0000 2021,.@by_kalesnikava und Maksim Znak soll morgen unter Ausschluss der Öffentlichkeit der Prozess gemacht werden. Beide belarussischen Oppositionellen brauchen unsere Unterstützung. Die Bundesregierung muss sich für ein öffentliches Verfahren &amp; unabhängige Prozessbeobachter einsetzen.,"[0, 284]",,,False,297,3533,
95,1421035100683345927,Fri Jul 30 09:09:04 +0000 2021,"Corona war eine Zäsur im Bildungssystem. Klar ist, wir müssen vieles besser machen. Darum schlage ich eine nationale Bildungsoffensive vor: nicht nur für sichere Bildung in der Pandemie, sondern auch, um Schulen zu den schönsten, fairsten &amp; modernsten Orten des Landes zu machen. https://t.co/NuaMSVmUmf","[0, 283]",,,True,585,4821,False
96,1420758450083033102,Thu Jul 29 14:49:45 +0000 2021,"Wir wollen Vorsorge zum Leitprinzip einer neuen Politik machen. Denn Klimapolitik heißt auch, alles dafür zu tun, Menschen vor den Folgen der #Klimakrise zu schützen. Wie das konkret gehen kann, hat Robert Habeck heute vorgestellt.⬇️
https://t.co/AGBO5KU1O3","[0, 257]",,,False,253,1932,False
97,1420649701540564993,Thu Jul 29 07:37:37 +0000 2021,"Am #EarthOvershootDay haben wir alle Ressourcen verbraucht, die die Erde in einem Jahr herstellen kann. Ab heute leben wir auf Kosten des Planeten &amp; kommender Generationen. Wir müssen die planetaren Grenzen zur politischen Leitlinie machen. Alles andere gefährdet unsere Zukunft.","[0, 283]",,,False,1725,13308,
98,1420246632923373568,Wed Jul 28 04:55:58 +0000 2021,"Die Genfer #Flüchtlingskonvention ist heute wichtiger denn je. Über 26 Millionen Menschen weltweit müssen aus ihren Heimatländern fliehen. Dass die #GFK immer noch so sehr gebraucht wird, ist kein Grund zum Feiern - dass es sie seit 70 Jahren gibt, umso mehr.","[0, 259]",,,False,292,3704,
99,1420000258554269713,Tue Jul 27 12:36:58 +0000 2021,"Wer Klimaschutz sagt, muss Windräder bauen. Auch darum geht's bei #BTW2021. Wir wollen 2% der Landesfläche für Windkraft nutzen, die Union verhindert  das. Erneuerbare sind der Rohstoff für eine klimaneutrale Industrie. Wer das nicht kapiert, kann das Land nicht modernisieren.","[0, 277]",,,False,1848,17235,
100,1419971248118013961,Tue Jul 27 10:41:41 +0000 2021,"Klar ist auch: Rechtsstaatlichkeit und Demokratie sind die Basis unserer #EU. Dazu werden wir weiter im Dialog bleiben. Europa ist nur stark, wenn es zusammenbleibt. 4/4","[0, 169]",2179010672.0,ABaerbock,False,24,696,
101,1419971247027494919,Tue Jul 27 10:41:41 +0000 2021,"Denn unter Nachbarn und Freunden ist es nicht nur unerlässlich im Gespräch zu sein, sondern auch unterschiedliche Sichtweisen wie z.B. die polnische Justizreform oder die Energiepolitik offen anzusprechen. 3/4","[0, 209]",2179010672.0,ABaerbock,False,19,598,
102,1419971245932691458,Tue Jul 27 10:41:41 +0000 2021,Mit Außenminister @RauZbigniew hatte ich heute ein zugewandtes und auch kontroverses Gespräch über die politischen Herausforderungen unserer Zeit. 2/4,"[0, 150]",2179010672.0,ABaerbock,False,10,314,
103,1419971243730685955,Tue Jul 27 10:41:40 +0000 2021,"Tausende Menschen pendeln täglich zwischen Polen und Deutschland um zu arbeiten, um einzukaufen oder Freunde und Familie zu besuchen. Die deutsch-polnische Freundschaft ist ein zentraler Baustein unserer europäischen Integration. 1/4 https://t.co/ZP8oCJLnuJ","[0, 233]",,,False,81,1290,False
104,1419647757225283590,Mon Jul 26 13:16:15 +0000 2021,"Nach 16 Jahren Union steht es 5 nach 12 beim #Klimaschutz. Klar ist: wir müssen mehr tun - jetzt. Es braucht neben Klimaschutz &amp; Vorsorge auch einen besseren #Katastrophenschutz, um die Menschen vor Extremwetterereignissen zu schützen. Hier @IreneMihalic &amp; meine Vorschläge dazu: https://t.co/8v38fSVLZj","[0, 287]",,,True,715,5521,False
105,1419311895140503554,Sun Jul 25 15:01:39 +0000 2021,Selbstverständlich haben wir das N-Wort hier gemutet. Für mich ist klar: Wir müssen immer und überall gegen Rassismus vorgehen. 9/9 https://t.co/zisZflmSHa,"[0, 131]",2179010672.0,ABaerbock,False,191,4963,False
106,1419311852631253000,Sun Jul 25 15:01:29 +0000 2021,"Es ist offensichtlich, dass es sich um zwei verschiedene Dinge in unterschiedlichen Kontexten handelt. Deshalb mache ich den Vorgang hier öffentlich &amp; stelle in Absprache mit dem Zentralrat die Passage zur Verfügung, damit sich jede:r ein eigenes Bild machen kann. 8/9","[0, 272]",2179010672.0,ABaerbock,False,57,3173,
107,1419311850106277895,Sun Jul 25 15:01:29 +0000 2021,"Heute habe ich nun eine Medienanfrage zu dieser Abwägung erhalten. Dabei wird das von mir verwendete Beispiel, mit dem ich auf aktuellen Rassismus an Schulen hinweise, in einen Zusammenhang mit der rassistischen Entgleisung von Boris Palmer gebracht. 7/9","[0, 254]",2179010672.0,ABaerbock,False,34,2314,
108,1419311848260837377,Sun Jul 25 15:01:28 +0000 2021,"Während der Aufzeichnung ist mir das bewusst geworden. Deshalb haben wir mit dem Zentralrat abgewogen, ob das eindringliche Beispiel geeignet ist, auf die Missstände auch im Bildungsbereich hinzuweisen, oder ob die Aussprache des N-Wortes genau dieses Anliegen konterkariert. 6/9","[0, 279]",2179010672.0,ABaerbock,False,25,2368,
109,1419311845752680449,Sun Jul 25 15:01:28 +0000 2021,"Das war falsch und das tut mir leid. Denn ich weiß ja um den rassistischen Ursprung dieses Wortes und die Verletzungen, die Schwarze Menschen unter anderem durch ihn erfahren. 5/9","[0, 179]",2179010672.0,ABaerbock,False,38,2920,
110,1419311843684794374,Sun Jul 25 15:01:27 +0000 2021,Dieser Vorfall wühlt mich noch heute auf. Leider habe ich in der Aufzeichnung des Interviews in der emotionalen Beschreibung dieses unsäglichen Vorfalls das N-Wort zitiert und damit selbst reproduziert. 4/9,"[0, 206]",2179010672.0,ABaerbock,False,50,2712,
111,1419311841399001088,Sun Jul 25 15:01:27 +0000 2021,"Seine gute Reaktion darauf: Er weigerte sich, eine Aufgabe zu erfüllen, die mit dem N-Wort eingeleitet wurde. Daraufhin wurde ihm vorgeworfen, er störe den Schulunterricht. Er war also plötzlich der Schuldige und nicht diejenigen, die solches Lehrmaterial erstellt hatten. 3/9","[0, 276]",2179010672.0,ABaerbock,False,32,2422,
112,1419311839373107201,Sun Jul 25 15:01:26 +0000 2021,"In dem Gespräch ging es um Antisemitismus &amp; Rassismus – gerade auch an Schulen. Ich habe dabei von einem Vorfall an einer Schule in meinem Umfeld erzählt. Der Sohn einer Bekannten sollte eine Bildergeschichte schreiben zu einem Arbeitsblatt, auf dem das N-Wort stand. 2/9","[0, 275]",2179010672.0,ABaerbock,False,31,2293,
113,1419311837800173570,Sun Jul 25 15:01:26 +0000 2021,"Vorigen Dienstag war ich beim Zentralrat der Juden für die Aufzeichnung der Sendung Tachles Arena, bei der sich die Spitzen der demokratischen Parteien den Fragen des Zentralrats stellen. Das Interview wird ab dem 1. August auf den Online-Kanälen des Zentralrats ausgestrahlt. 1/9","[0, 280]",,,False,437,6414,
114,1418947627920601090,Sat Jul 24 14:54:11 +0000 2021,"Danke für die Initiative https://t.co/EqlGIH6K4q und die Unterstützung von so vielen Potsdamer*innen. Ganz wichtiges Zeichen für Zusammenhalt. So wichtig vor Ort.

https://t.co/vUj5oTsqFL","[0, 187]",,,False,114,1671,False
115,1418499474142412801,Fri Jul 23 09:13:23 +0000 2021,"Gerade zur Einschulung wird die wachsende Kinderarmut sichtbar. Jedes Kind in unserem Land verdient einen Schulstart auf Augenhöhe. Dafür braucht es endlich eine eigenständige #Kindergrundsicherung, die allen Kindern Unterstützung und Teilhabe garantiert.","[0, 255]",2179010672.0,ABaerbock,False,172,2499,
116,1418499471080558592,Fri Jul 23 09:13:23 +0000 2021,"Gemeinsam gegen #Kinderarmut: heute habe ich 35 neuwertige Schulranzen an das Büro Kinder(ar)mut der @AWO_Potsdam überreicht, die von Familien gespendet wurden. Vielen Dank an die AWO und die vielen Spender*innen! https://t.co/muXLyyvBxQ","[0, 213]",,,False,235,4269,False
117,1418097228334436447,Thu Jul 22 06:35:00 +0000 2021,"Es ist die Verantwortung einer demokratischen Gesellschaft, Betroffene nicht allein zu lassen, sondern konkret zu unterstützen. Dafür muss in 🇩🇪 politisch mehr getan werden. Für Opfer extremistischer Gewalt braucht es einen Anspruch auf finanzielle Hilfe aus einem Bundesfonds.","[0, 277]",2179010672.0,ABaerbock,False,89,3011,
118,1418097226841219074,Thu Jul 22 06:35:00 +0000 2021,"Rechtsextremismus ist eine der größten Gefahren für die Demokratie. Wir sind es den Opfern schuldig, Rechtsextremismus beim Namen zu nennen und entschlossen entgegenzutreten.","[0, 174]",2179010672.0,ABaerbock,False,214,4246,
119,1418097225641730049,Thu Jul 22 06:35:00 +0000 2021,Meine Gedanken sind bei den Opfern der Anschläge von #Utøya und dem #OEZ München und ihren Angehörigen. Die Schicksale der jungen Menschen erschüttern. Bei allen Unterschieden waren beide Taten rechtsextremistisch motiviert und gegen eine vielfältige Gesellschaft gerichtet.,"[0, 274]",,,False,486,8028,
120,1417147278767366152,Mon Jul 19 15:40:15 +0000 2021,"#EidAlAdha mubarak! Ich wünsche allen, die es feiern, ein gesegnetes und friedvolles Opferfest!","[0, 95]",,,False,476,8680,
121,1416718342757437443,Sun Jul 18 11:15:48 +0000 2021,"Zugleich müssen wir uns auf Krisen besser vorbereiten. Hier steht der Bund in Verantwortung. Wenn Katastrophen mehrere Regionen treffen, müssen Rettungskapazitäten - Hubschrauber, Spezialgeräte - so koordiniert werden, dass Hilfe dort geleistet werden kann, wo sie benötigt wird.","[0, 279]",2179010672.0,ABaerbock,False,169,4575,
122,1416718339666321411,Sun Jul 18 11:15:48 +0000 2021,"Nach der Phase der Rettung und Nothilfe steht der Wiederaufbau an, denn vieles ist kaputt: Gebäude, Strom, Abwasser, Telekommunikation. Es wird Wochen, wenn nicht Monate dauern, um die Schäden zu reparieren. Das ist eine nationale Aufgabe und gemeinsam werden wir das schaffen.","[0, 277]",2179010672.0,ABaerbock,False,142,4197,
123,1416718338110132224,Sun Jul 18 11:15:47 +0000 2021,"Ich habe in viele müde Gesichter gesehen, nicht wenige Helfer*innen sind selbst Opfer der Katastrophe. Und geben trotzdem für andere alles. Ihnen gebührt allergrößter Dank.","[0, 172]",2179010672.0,ABaerbock,False,117,2888,
124,1416718336319180801,Sun Jul 18 11:15:47 +0000 2021,"Die Einsatzkräfte der Feuerwehren, der Hilfsorganisationen, des THW, der Polizei und Bundeswehr leisten Unglaubliches. Viele, mit denen ich in #NRW gesprochen habe, arbeiten nun schon seit mehreren Tagen durch, um Menschen zu retten.","[0, 233]",,,False,639,9811,
125,1416113139687563270,Fri Jul 16 19:10:57 +0000 2021,3. Klimaschutz ist jetzt: In allen Bereichen beim Klimaschutz gilt es draufzusatteln und mit einem Klimaschutzsofortprogramm wirksame Klimaschutzmaßnahmen zu ergreifen. (4/4),"[0, 174]",2179010672.0,ABaerbock,False,364,7667,
126,1416113138056011782,Fri Jul 16 19:10:56 +0000 2021,2. Risikovorsorge und Maßnahmen für Klimaanpassungen. Die Ereignisse zeigen überdeutlich: Wir müssen unsere Siedlungsgebiete und Infrastrukturen vor klimabedingten Extremwettern besser schützen. (3/4),"[0, 200]",2179010672.0,ABaerbock,False,274,6748,
127,1416113136491499520,Fri Jul 16 19:10:56 +0000 2021,"In dieser verheerenden Lage braucht es jetzt eine dreifache nationale Kraftanstrengung: 1. Oberste Priorität ist weiterhin die akute Nothilfe, um Menschen aus Gefahrenlagen zu retten und diejenigen zu unterstützen, die alles verloren haben. (2/4)","[0, 246]",2179010672.0,ABaerbock,False,218,5166,
128,1416113134855671811,Fri Jul 16 19:10:56 +0000 2021,"Heute war ich in Rheinland-Pfalz unterwegs. Die Gespräche gehen unter die Haut. Nach wie vor sind nicht alle Orte erreicht, Menschen weiter abgeschnitten. Zugleich gibt es eine unglaubliche Solidarität zu helfen, Betroffene zu Hause aufzunehmen und zu unterstützen. (1/4)","[0, 271]",,,False,1160,13565,
129,1415655115265036291,Thu Jul 15 12:50:55 +0000 2021,"Den Menschen, die vor den Trümmern ihrer Existenz stehen, weil ihr Hab und Gut, ihre Häuser einfach weggeschwemmt wurden, muss nun schnell und unbürokratisch geholfen werden.","[0, 174]",2179010672.0,ABaerbock,False,185,4479,
130,1415655113855754243,Thu Jul 15 12:50:55 +0000 2021,"Die Rettungskräfte tun alles, was sie können, unter Einsatz ihres Lebens. Das ist eine unglaubliche Leistung. Sie ihre Arbeit machen zu lassen und so gut wie möglich zu unterstützen, ist das Gebot der Stunde. Es ist richtig, dass Bund und Länder jetzt alle Kräfte mobilisieren.","[0, 277]",2179010672.0,ABaerbock,False,158,4285,
131,1415655112413007875,Thu Jul 15 12:50:55 +0000 2021,"Ich habe eben mit Anne Spiegel, der stv. Ministerpräsidentin von RLP, telefoniert, die mir von den erschütternden Ausmaßen der Überschwemmungen berichtet hat. Meine Gedanken sind bei den Menschen, die um Angehörige trauern, sich um Vermisste sorgen und um Verletzte kümmern.","[0, 274]",,,False,613,10536,
132,1415408299349102601,Wed Jul 14 20:30:10 +0000 2021,"Und ich danke den unermüdlichen Einsatzkräften, die viel riskieren, um zu helfen. Die Nachrichten über den Tod eines Feuerwehrmanns in NRW und einen vermissten Polizisten in Sachsen stimmen mich traurig. Mein Mitgefühl ist bei ihren Familien und Freunden.","[0, 255]",2179010672.0,ABaerbock,False,247,5584,
133,1415408297939701765,Wed Jul 14 20:30:09 +0000 2021,"Meine Gedanken sind heute bei den Menschen im Westen und Osten Deutschlands, deren Straßen und Häuser durch #Starkregen überschwemmt werden.","[0, 140]",,,False,638,11123,
134,1413808309380030468,Sat Jul 10 10:32:22 +0000 2021,"Ihre Stimme hatte Gewicht und sie wird fehlen. Es ist an uns, das Erlebte, das Erzählte von Menschen wie #EstherBejarano weiterzutragen, zu erinnern und für die Zukunft nie zu vergessen.","[0, 186]",,,False,778,13164,
135,1411024929089363972,Fri Jul 02 18:12:13 +0000 2021,"Deutschland erlebt diese Woche extreme Unwetter &amp; Überschwemmungen. Hier braucht es endlich politische Antworten, wie einen Klima-Anpassungsfonds. Wer durch wetterbedingte Katastrophen Hab &amp; Gut verliert, darf nicht im Stich gelassen werden. #Klimapolitik https://t.co/GKZO9AoRnb","[0, 287]",,,False,935,7770,False
136,1410595020348870659,Thu Jul 01 13:43:55 +0000 2021,Ich bin heute ab 18.30 Uhr live im Gespräch mit @brigitteonline. Der Stream und alle weiteren Infos finden sich unter https://t.co/y9v2yd0dpt.,"[0, 142]",,,False,196,2266,False
137,1410551745621671936,Thu Jul 01 10:51:57 +0000 2021,"Vielen Dank an all die Hilfskräfte, die seit Tagen pausenlos für uns im Einsatz sind. In großen Teilen des Landes wüten #Unwetter und Überschwemmungen. Wieder zeigt sich, wie wichtig eine gute Ausstattung von THW und Feuerwehr sind – und wie zentral das Ehrenamt in unserem Land.","[0, 279]",,,False,522,9964,
138,1408507482604027915,Fri Jun 25 19:28:47 +0000 2021,"Entsetzliche Nachrichten aus #Würzburg. Ich denke an die Opfer, an ihre Familien, an alle, die die furchtbare Tat miterlebt haben. Den Verletzten wünsche ich eine schnelle und volle Genesung. Mein großer Dank gilt allen Einsatzkräften und den mutigen Menschen für ihr Eingreifen.","[0, 279]",,,False,352,7143,
139,1408447017362202624,Fri Jun 25 15:28:31 +0000 2021,"Uns verbindet die Überzeugung, dass progressive Kräfte gemeinsam auch in schwierigen Lagen viel bewegen können. @bpkaracsonyg hat es geschafft, Bürgermeister von Budapest zu werden. Er will MP Orbán herausfordern und steht ein für Klimaschutz und gesellschaftliche Solidarität. B! https://t.co/HzMnrvv7x3","[0, 280]",,,False,140,2025,False
140,1408414365146136581,Fri Jun 25 13:18:46 +0000 2021,"Was für ein furchtbarer Anschlag auf Bundeswehr-Soldaten in Mali. Meine Gedanken sind bei den Verletzten, ihren Angehörigen und ihren Kameradinnen und Kameraden.","[0, 161]",,,False,175,3741,
141,1408037661080702982,Thu Jun 24 12:21:53 +0000 2021,"In diesem Jahrzehnt gilt es, Europas Versprechen zu erneuern: klimagerechten Wohlstand zu schaffen. #Europa kann nur zum ersten klimaneutralen Kontinent werden, wenn wir bereit sind, massiv in unsere Zukunft zu investieren. 
#Regierungserklärung
 https://t.co/QdniXBKPKL","[0, 270]",,,False,454,2973,False
142,1407268817974218752,Tue Jun 22 09:26:46 +0000 2021,"Für Toleranz. Gegen Homofeindlichkeit. Nicht nur, wenn es um Fußball geht. Lasst uns ein starkes Zeichen der Vielfalt setzen und den Regenbogen durchs Land tragen. Bereit, weil ihr es seid. Postet euren🌈 #Regenbogenfarben https://t.co/sTVZNhyHcC","[0, 221]",,,False,818,11016,False
143,1405809411281596420,Fri Jun 18 08:47:36 +0000 2021,"Mein Vorschlag ist ein Pakt zwischen Industrie und Politik, in dessen Zentrum Klimaschutzverträge stehen. Heißt: Der Staat gleicht die Kosten aus, die Unternehmen entstehen, wenn sie klimaneutral werden. Das garantiert Planungssicherheit beim Umbau auf klimaneutrale Produktion. https://t.co/YhZATHZPpZ","[0, 278]",,,True,389,3631,False
144,1405534250284158978,Thu Jun 17 14:34:13 +0000 2021,"Heute habe ich mein Buch „Jetzt. Wie wir unser Land erneuern“ vorgestellt. Es ist mein persönliches Angebot für die Zukunft unseres Landes und macht konkrete Vorschläge, was wir besser machen können - für klimagerechten Wohlstand und sozialen Zusammenhalt. B! https://t.co/1tgL0WbFYF","[0, 259]",,,False,326,4550,False
145,1404443222693265414,Mon Jun 14 14:18:52 +0000 2021,"2/2 Die politisch diverse Koalition sendet ein Signal der Hoffnung auf Stabilität und langfristigen Frieden in der Region. Wir sollten die Chance nutzen, um die deutsch-israelische Freundschaft zu stärken und den Austausch zu intensivieren.","[0, 240]",2179010672.0,ABaerbock,False,30,1080,
146,1404442998671302669,Mon Jun 14 14:17:58 +0000 2021,"Ich gratuliere der neuen israelischen Regierung und wünsche ihr viel Erfolg für die kommenden Aufgaben. Ganz besonders freue ich mich für die Meretz-Partei, mit der uns der Einsatz für Frieden, Bürgerrechte, Ökologie und sozialen Zusammenhalt verbindet. 1/2","[0, 257]",,,False,93,2222,
147,1404049998485065730,Sun Jun 13 12:16:20 +0000 2021,"Ein großartiges Wochenende geht zu Ende, unser Wahlprogramm zur #BTW21 steht. Es ist eine Einladung, die Zukunft dieses Landes gemeinsam zu gestalten. Damit aus einer Zeit des Umbruchs ein Aufbruch wird. #allesistdrin #dBDK21 https://t.co/2MTxAAyxal","[0, 225]",,,True,342,4638,False
148,1403715263502114819,Sat Jun 12 14:06:13 +0000 2021,"Vielen Dank für das Vertrauen und die große Unterstützung. Danke, dass ihr Robert Habeck und mich als Spitzenduo für die #BTW21 bestätigt habt. Wir freuen uns auf den Wahlkampf mit euch. Jetzt ist der Moment unser Land zu erneuern. #dBDK21 #allesistdrin https://t.co/fABDJ8NO76","[0, 253]",,,True,449,7357,False
149,1403352811082076164,Fri Jun 11 14:05:57 +0000 2021,"Los geht’s, wir starten in unseren Parteitag. Dieses Wochenende beschließen wir unser Wahlprogramm für die #BTW21. Freue mich sehr auf spannende Redebeiträge und den Austausch. #dBDK21 #allesistdrin B! https://t.co/LRrvSHdHkU","[0, 201]",,,False,284,5747,False
150,1402261843033395204,Tue Jun 08 13:50:50 +0000 2021,"Danke für die Rückmeldungen. Eltern, Lehrer*innen, Erzieher*innen und Kinder haben unter widrigen Bedingungen Großes geleistet. Aber: Die Politik hat sie in der Pandemie oft allein gelassen, viele Kinder haben nicht die Unterstützung bekommen, die sie brauchen. #bildungsausfall","[0, 278]",2179010672.0,ABaerbock,False,107,2556,
